datestr,XCENU,YCENU,XCENO,YCENO,DXCEN,DYCEN,totalTime,timeOfYear,timeOfDay,T_SPCCD,T_SPCEB
20110312_210006,733.044067,240.859192,720.115601,221.376343,12.928467,19.482849,4.468104,0.194045,0.875069,-38.993200,-5.846660
20110313_231045,868.775085,217.756805,854.949097,195.754578,13.825989,22.002228,4.471090,0.197032,0.965799,-38.493300,-5.825490
20110318_000005,24.963825,365.636719,13.994987,348.623322,10.968838,17.013397,4.482136,0.208077,0.000058,-40.822200,-5.889050
20110318_012505,38.723045,365.288422,26.818413,348.583282,11.904633,16.705139,4.482297,0.208238,0.059086,-47.999000,-6.805280
20110318_030005,52.214321,365.048859,41.225090,348.495880,10.989231,16.552979,4.482478,0.208419,0.125058,-50.126400,-6.548550
20110318_043505,66.182045,364.394989,55.516006,348.372986,10.666039,16.022003,4.482659,0.208600,0.191030,-46.274900,-6.719610
20110318_075005,97.418777,363.501190,84.870033,348.036560,12.548744,15.464630,4.483029,0.208970,0.326447,-51.350100,-8.559750
20110318_093005,110.805679,363.349487,99.817101,347.817810,10.988579,15.531677,4.483219,0.209161,0.395891,-46.274900,-7.753620
20110318_110005,123.492363,363.017944,113.296501,347.596985,10.195862,15.420959,4.483391,0.209332,0.458391,-53.870700,-7.429060
20110318_120855,135.031387,362.511261,123.687012,347.410492,11.344376,15.100769,4.483521,0.209463,0.506192,-47.014400,-3.630680
20110318_150005,161.823792,361.154480,149.178513,346.863007,12.645279,14.291473,4.483847,0.209788,0.625058,-38.410000,-2.869670
20110318_194505,201.613297,362.264343,191.587540,345.729462,10.025757,16.534882,4.484389,0.210330,0.822975,-39.076400,-5.087690
20110318_213405,222.123322,361.000153,227.893463,344.737183,-5.770142,16.262970,4.484596,0.210537,0.898669,-34.815000,-1.890670
20110319_033504,271.085236,360.996307,260.222046,343.514893,10.863190,17.481415,4.485282,0.211223,0.149352,-45.205000,-4.606320
20110319_100004,325.781067,358.082947,315.531006,341.165588,10.250061,16.917358,4.486014,0.211955,0.416713,-46.521500,-10.397200
20110324_214800,-686.402954,-177.987030,-701.045898,-191.519165,14.642944,13.532135,4.501050,0.226991,0.908333,-38.576700,-5.024750
20110325_092005,-615.276733,-168.828049,-630.325867,-182.904892,15.049133,14.076843,4.502365,0.228306,0.388947,-37.325400,-5.445250
20110325_234037,-516.924316,-160.136368,-531.796875,-173.599594,14.872559,13.463226,4.504001,0.229943,0.986539,-46.685900,-10.084400
20110326_092604,-388.970947,-162.360397,-403.719910,-175.843872,14.748962,13.483475,4.505115,0.231056,0.393102,-47.014400,-10.062100
20110327_235204,-64.593956,-150.205551,-78.662079,-166.050552,14.068123,15.845001,4.509499,0.235440,0.994491,-34.311600,-4.564580
20110328_120003,41.919739,-148.046326,28.287182,-166.230591,13.632557,18.184265,4.510883,0.236824,0.500035,-45.205000,-9.131000
20110329_000203,148.315674,-149.182404,133.189194,-167.685059,15.126480,18.502655,4.512256,0.238197,0.001424,-44.628000,-9.086910
20110329_213603,334.055176,-155.181381,317.926941,-173.804077,16.128235,18.622696,4.514716,0.240657,0.900035,-39.908400,-6.463150
20110329_233638,298.158936,-184.551483,281.619019,-202.006317,16.539917,17.454834,4.514945,0.240886,0.983773,-34.731100,-4.210660
20110330_035005,330.885803,-183.763657,316.265045,-203.509995,14.620758,19.746338,4.515427,0.241368,0.159780,-46.192700,-8.932820
20110330_084005,369.537384,-186.551682,355.313446,-205.431839,14.223938,18.880157,4.515979,0.241920,0.361169,-46.439300,-9.528800
20110330_140005,412.438293,-188.771988,397.567993,-207.812134,14.870300,19.040146,4.516587,0.242528,0.583391,-40.407000,-5.656280
20110330_190005,451.406372,-189.589264,436.153503,-210.243378,15.252869,20.654114,4.517157,0.243098,0.791725,-37.993100,-4.815280
20110330_233605,486.300110,-191.597412,470.837524,-212.637451,15.462585,21.040039,4.517682,0.243623,0.983391,-44.792900,-9.064900
20110331_043005,521.024170,-194.895172,506.680481,-215.380569,14.343689,20.485397,4.518241,0.244182,0.187558,-45.863600,-8.932820
20110331_093005,557.299377,-197.403534,542.136475,-218.378189,15.162903,20.974655,4.518811,0.244753,0.395891,-45.122600,-8.581650
20110331_143504,589.979370,-200.612869,576.936951,-221.625977,13.042419,21.013107,4.519391,0.245332,0.607685,-42.066000,-6.228750
20110401_002004,655.607788,-206.582779,639.777893,-228.305359,15.829895,21.722580,4.520504,0.246445,0.013935,-44.215500,-7.710280
20110401_064004,694.189209,-212.111740,677.552490,-232.964676,16.636719,20.852936,4.521226,0.247167,0.277824,-45.534400,-9.639660
20110401_120004,724.153442,-215.656982,707.562500,-237.093552,16.590942,21.436569,4.521834,0.247776,0.500046,-39.908400,-5.719690
20110402_225045,871.993103,-244.539078,853.650574,-266.992889,18.342529,22.453812,4.525809,0.251751,0.951910,-37.074900,-6.164970
20110403_015005,880.391113,-247.768570,862.147461,-269.747223,18.243652,21.978653,4.526150,0.252092,0.076447,-39.575800,-4.648070
20110403_045005,887.481262,-250.187164,869.910461,-272.547363,17.570801,22.360199,4.526493,0.252434,0.201447,-44.380600,-7.688610
20110403_075005,893.077820,-254.325821,877.056458,-275.358734,16.021362,21.032913,4.526835,0.252776,0.326447,-46.768000,-9.795070
20110403_105041,899.115295,-256.182709,883.783386,-278.055634,15.331909,21.872925,4.527178,0.253119,0.451863,-46.932300,-8.976820
20110403_135041,906.616882,-258.648071,888.991516,-281.042725,17.625366,22.394653,4.527521,0.253462,0.576863,-39.908400,-6.527180
20110405_120540,835.962402,454.118164,821.901550,432.280670,14.060852,21.837494,4.532797,0.258738,0.503935,-46.028200,-9.795070
20110405_170504,835.127136,452.490692,821.901550,432.278107,13.225586,20.212585,4.533366,0.259307,0.711852,-46.192700,-10.733500
20110406_000503,779.625671,309.126556,767.596497,286.497650,12.029175,22.628906,4.534164,0.260105,0.003507,-45.040200,-9.995290
20110406_040503,799.690247,303.469055,787.449646,283.041046,12.240601,20.428009,4.534621,0.260562,0.170174,-37.993100,-6.484490
20110406_120503,835.594727,297.403381,823.601013,275.960938,11.993713,21.442444,4.535533,0.261474,0.503507,-34.311600,-5.213720
20110406_160503,849.778259,294.921814,839.822937,272.344971,9.955322,22.576843,4.535990,0.261931,0.670174,-47.671000,-10.397200
20110406_214503,874.127136,290.823669,860.756897,267.088440,13.370239,23.735229,4.536636,0.262577,0.906285,-40.157800,-5.846660
20110407_053039,894.436279,282.750946,883.448059,259.944794,10.988220,22.806152,4.537521,0.263462,0.229618,-47.096600,-10.981000
20110408_110521,-891.385254,266.754486,-903.224426,253.929260,11.839172,12.825226,4.540895,0.266837,0.462049,-45.699000,-4.169090
20110408_170505,-876.648193,273.499908,-888.547180,259.413574,11.898987,14.086334,4.541579,0.267521,0.711863,-44.875300,-8.800960
20110408_230505,-859.253601,276.816986,-870.857849,264.827301,11.604248,11.989685,4.542264,0.268205,0.961863,-36.071500,-5.677420
20110409_020505,-848.320801,281.204865,-860.969788,267.493805,12.648987,13.711060,4.542606,0.268547,0.086863,-49.636200,-7.256520
20110410_144541,-672.688538,310.185455,-684.310852,296.163788,11.622314,14.021667,4.546790,0.272731,0.615058,-40.074600,-6.719610
20110411_013156,-603.821289,319.018951,-614.981384,302.950775,11.160095,16.068176,4.548019,0.273960,0.063843,-44.792900,-8.231970
20110411_104034,-539.909790,323.945160,-550.865784,307.990936,10.955994,15.954224,4.549062,0.275003,0.444838,-43.059100,-8.362920
20110411_164034,-494.683258,325.261902,-506.525879,310.936218,11.842621,14.325684,4.549746,0.275687,0.694838,-36.991300,-5.740850
20110411_214033,-456.089447,327.628754,-468.172363,313.172638,12.082916,14.456116,4.550317,0.276258,0.903160,-36.573400,-5.889050
20110412_034033,-409.505951,330.328522,-420.780792,315.630829,11.274841,14.697693,4.551001,0.276942,0.153160,-45.945900,-10.486700
20110412_161433,-353.944427,326.635254,-364.119873,310.005066,10.175446,16.630188,4.552435,0.278376,0.676771,-43.224400,-8.210180
20110417_232801,743.110596,300.526062,734.047485,275.795197,9.063110,24.730865,4.566948,0.292889,0.977789,-42.811000,-7.493880
20110418_041104,768.670288,297.296082,759.229980,272.899963,9.440308,24.396118,4.567486,0.293427,0.174352,-47.917000,-9.462370
20110418_105336,-164.588791,387.408203,-173.887848,370.535461,9.299057,16.872742,4.568252,0.294193,0.453889,-44.875300,-8.757050
20110418_163005,-115.472519,388.304657,-125.298859,370.947601,9.826340,17.357056,4.568891,0.294832,0.687558,-45.534400,-7.385890
20110418_181005,-101.261627,388.629395,-110.814835,371.033508,9.553207,17.595886,4.569081,0.295023,0.757002,-39.908400,-6.826720
20110418_230006,-59.050575,389.126556,-68.522003,371.152710,9.471428,17.973846,4.569633,0.295574,0.958403,-39.742100,-6.933960
20110419_094537,38.049904,390.349854,30.051619,370.811249,7.998285,19.538605,4.570860,0.296801,0.406678,-45.040200,-10.285400
20110419_120006,58.789246,389.411285,62.727333,370.453125,-3.938087,18.958160,4.571116,0.297057,0.500069,-36.155200,-3.506880
20110421_130057,471.755646,357.976288,460.652985,336.354065,11.102661,21.622223,4.576707,0.302648,0.542326,-36.322500,-5.677420
20110424_031546,-210.034225,-178.138504,-223.529343,-199.546280,13.495117,21.407776,4.583808,0.309749,0.135949,-39.492600,-6.399170
20110426_224028,432.351807,-174.152878,416.787018,-195.861740,15.564789,21.708862,4.591498,0.317439,0.944769,-37.408900,-5.825490
20110427_080228,501.333221,-177.863007,487.889557,-199.595139,13.443665,21.732132,4.592567,0.318508,0.335046,-46.603700,-10.509200
20110427_100205,519.460632,-178.959961,502.644043,-200.507019,16.816589,21.547058,4.592794,0.318735,0.418113,-41.734600,-6.891050
20110428_083004,669.408875,-188.882233,654.474548,-211.400742,14.934326,22.518509,4.595357,0.321298,0.354213,-46.932300,-10.823400
20110428_095706,672.551697,-201.603821,660.229004,-223.967560,12.322693,22.363739,4.595523,0.321464,0.414653,-46.768000,-9.528800
20110428_110006,678.342651,-203.114487,666.524475,-224.547531,11.818176,21.433044,4.595642,0.321584,0.458403,-38.576700,-4.940900
20110428_130529,686.820618,-204.955490,679.120056,-225.626221,7.700562,20.670731,4.595881,0.321822,0.545475,-44.133000,-8.297420
20110429_090528,796.804443,-215.437637,782.164368,-237.163254,14.640076,21.725616,4.598162,0.324103,0.378796,-47.342800,-10.531500
20110429_100505,801.497070,-217.236771,786.567444,-237.786514,14.929626,20.549744,4.598276,0.324217,0.420197,-37.993100,-5.656280
20110430_080504,878.445312,-227.291962,865.166992,-251.449707,13.278320,24.157745,4.600785,0.326726,0.336852,-47.014400,-10.890900
20110430_095506,883.956360,-227.751694,870.071960,-252.593094,13.884399,24.841400,4.600995,0.326936,0.413264,-46.850200,-10.062100
20110430_113506,887.751465,-226.822906,874.282532,-253.656540,13.468933,26.833633,4.601185,0.327126,0.482708,-46.603700,-9.995290
20110501_061505,168.770538,-227.108337,153.716385,-246.433548,15.054153,19.325211,4.603314,0.329255,0.260475,-36.991300,-6.101200
20110501_073005,178.408325,-229.096313,164.260986,-246.608597,14.147339,17.512283,4.603457,0.329398,0.312558,-43.059100,-7.515500
20110501_080005,183.190689,-229.874466,168.432007,-246.743195,14.758682,16.868729,4.603514,0.329455,0.333391,-37.074900,-5.003770
20110501_130020,224.246887,-227.125153,210.496506,-247.726562,13.750381,20.601410,4.604085,0.330026,0.541898,-37.659400,-6.377850
20110501_135505,232.028748,-227.457550,218.182526,-247.864624,13.846222,20.407074,4.604189,0.330130,0.579919,-46.110400,-8.559750
20110501_143505,236.689453,-227.886795,223.705505,-248.058060,12.983948,20.171265,4.604265,0.330206,0.607697,-35.820400,-3.733980
20110501_155505,247.662903,-228.746857,234.752014,-248.341034,12.910889,19.594177,4.604417,0.330358,0.663252,-36.824200,-3.548130
20110501_173205,262.196350,-228.555069,248.038513,-248.710846,14.157837,20.155777,4.604601,0.330542,0.730613,-38.159900,-4.189870
20110501_204306,288.136780,-228.125916,274.148499,-249.478775,13.988281,21.352859,4.604964,0.330906,0.863264,-41.485900,-6.463150
20110502_093505,390.583405,-230.990372,376.730011,-252.999283,13.853394,22.008911,4.606432,0.332373,0.399363,-46.192700,-9.973030
20110502_102004,394.803802,-231.103821,382.562500,-253.321091,12.241302,22.217270,4.606518,0.332459,0.430602,-40.074600,-5.740850
20110504_105556,-198.077728,354.607941,-209.460342,337.036438,11.382614,17.571503,4.612062,0.338003,0.455509,-43.802800,-9.728420
20110504_123005,-184.172394,346.144470,-196.057831,337.146759,11.885437,8.997711,4.612241,0.338182,0.520891,-45.863600,-9.861750
20110504_131005,-177.971939,346.772980,-190.302856,337.129181,12.330917,9.643799,4.612317,0.338258,0.548669,-36.489800,-4.982830
20110504_141505,-167.119583,347.643311,-180.994843,337.229248,13.875259,10.414062,4.612440,0.338381,0.593808,-44.050500,-6.891050
20110504_161005,-149.592194,349.743835,-164.502335,337.290558,14.910141,12.453278,4.612659,0.338600,0.673669,-36.155200,-4.418680
20110504_175005,-139.330017,352.382507,-150.056839,337.344940,10.726822,15.037567,4.612849,0.338790,0.743113,-41.900300,-4.460330
20110504_193005,-118.053886,354.061829,-135.611328,337.387726,17.557442,16.674103,4.613039,0.338980,0.812558,-35.904100,-4.502020
20110504_210005,-101.426971,355.767029,-122.595345,337.406189,21.168373,18.360840,4.613210,0.339151,0.875058,-39.409400,-5.487400
20110504_223005,-88.715050,356.522583,-109.501869,337.437103,20.786819,19.085480,4.613381,0.339323,0.937558,-43.059100,-6.805280
20110505_050504,-40.775253,358.213959,-52.029640,337.331238,11.254387,20.882721,4.614132,0.340074,0.211852,-41.651700,-7.818680
20110505_063505,-27.998997,348.341705,-38.858887,337.290894,10.859890,11.050812,4.614304,0.340245,0.274363,-45.369700,-8.822920
20110505_081505,-10.601017,346.769623,-24.220486,337.195587,13.619469,9.574036,4.614494,0.340435,0.343808,-45.287300,-8.515980
20110505_133127,32.164902,354.240387,22.543409,336.776245,9.621492,17.464142,4.615095,0.341036,0.563507,-38.410000,-5.656280
20110505_145506,45.543774,355.039276,34.864204,336.669281,10.679569,18.369995,4.615254,0.341195,0.621597,-43.720200,-6.634030
20110505_164136,60.966137,356.141846,50.391102,336.478882,10.575035,19.662964,4.615457,0.341398,0.695556,-41.568800,-5.234730
20110505_181806,27.374567,346.505585,14.502266,336.460297,12.872301,10.045288,4.615640,0.341581,0.762569,-45.945900,-4.982830
20110505_213205,107.783409,348.206146,92.722961,335.907593,15.060448,12.298553,4.616009,0.341950,0.897280,-40.988200,-5.762000
20110505_230705,115.020485,356.381226,104.083961,335.704468,10.936523,20.676758,4.616190,0.342131,0.963252,-43.141800,-6.377850
20110506_004345,131.592087,348.526031,126.210960,335.436066,5.381126,13.089966,4.616373,0.342315,0.030382,-44.545500,-6.783860
20110506_035005,160.593048,345.729126,147.413956,335.015503,13.179092,10.713623,4.616728,0.342669,0.159780,-45.781300,-5.804310
20110506_090106,203.156906,354.172699,192.178970,334.049835,10.977936,20.122864,4.617319,0.343260,0.375764,-41.403000,-6.976890
20110506_153505,163.618423,330.952698,151.082932,320.454803,12.535492,10.497894,4.618068,0.344009,0.649363,-41.237100,-7.407470
20110507_175606,365.272797,338.254150,353.665009,314.826111,11.607788,23.428040,4.621074,0.347015,0.747292,-38.743300,-6.719610
20110507_211206,391.469635,335.806183,380.045044,313.877289,11.424591,21.928894,4.621447,0.347388,0.883403,-39.658900,-7.041310
20110508_003406,416.884247,336.277100,406.927490,312.844788,9.956757,23.432312,4.621831,0.347772,0.023681,-37.408900,-6.101200
20110508_034005,441.646088,332.636261,431.144531,311.868835,10.501556,20.767426,4.622184,0.348125,0.152836,-42.480000,-7.905520
20110508_070005,467.821869,334.772186,456.868011,310.755951,10.953857,24.016235,4.622565,0.348506,0.291725,-40.822200,-7.472290
20110508_101006,489.895782,331.344849,480.814972,309.672577,9.080811,21.672272,4.622926,0.348867,0.423681,-44.710500,-9.307570
20110508_132505,514.988342,329.073395,504.915924,308.508972,10.072418,20.564423,4.623297,0.349238,0.559086,-43.802800,-9.750630
20110508_170005,540.719727,333.058319,530.947998,307.158661,9.771729,25.899658,4.623705,0.349647,0.708391,-37.575900,-6.292630
20110508_201505,564.873596,332.392517,554.007019,305.922638,10.866577,26.469879,4.624076,0.350017,0.843808,-39.076400,-6.463150
20110508_232305,569.382812,331.287781,558.875488,304.753540,10.507324,26.534241,4.624434,0.350375,0.974363,-42.893700,-8.057710
20110509_024224,607.282776,330.871918,598.230957,303.363800,9.051819,27.508118,4.624813,0.350754,0.112778,-40.739200,-7.515500
20110509_055505,629.649658,328.714478,619.549011,302.045013,10.100647,26.669464,4.625179,0.351120,0.246586,-43.720200,-8.494090
20110509_091505,650.404724,329.088104,640.717468,300.629211,9.687256,28.458893,4.625559,0.351500,0.385475,-41.403000,-8.166590
20110509_122506,670.243103,328.411255,660.221985,299.277649,10.021118,29.133606,4.625920,0.351862,0.517431,-44.463100,-9.795070
20110509_160506,691.592102,328.457367,682.160461,297.644440,9.431641,30.812927,4.626339,0.352280,0.670208,-36.406200,-6.207510
20110510_130046,6.562851,410.612183,-3.385468,381.222290,9.948318,29.389893,4.628726,0.354667,0.542199,-46.274900,-11.161400
20110510_182038,50.843395,410.635834,40.260494,380.762543,10.582901,29.873291,4.629334,0.355275,0.764329,-36.071500,-6.612660
20110511_004005,108.333786,408.886230,94.179550,380.084442,14.154236,28.801788,4.630056,0.355997,0.027836,-43.967900,-8.647390
20110511_121505,204.132019,405.703552,191.743225,378.327209,12.388794,27.376343,4.631377,0.357318,0.510475,-37.909700,-7.515500
20110512_012005,308.872314,405.886322,298.924011,375.672119,9.948303,30.214203,4.632870,0.358811,0.055613,-39.409400,-8.166590
20110513_065005,538.341980,377.416046,528.388123,344.256866,9.953857,33.159180,4.636235,0.362176,0.284780,-41.651700,-8.253800
20110513_101436,560.730225,379.672668,552.025940,343.103729,8.704285,36.568939,4.636624,0.362565,0.426806,-42.314400,-7.862110
